deviceid,angle,humidity,date,rpm,temperature,winddirection,windspeed
WindTurbine-9,5.843677315,67.14457349,16-Sep-19,7.250430935,25.87645472,S,6.714457349
WindTurbine-9,6.57254183,75.5193167,21-Sep-19,8.15475565,29.10394806,NW,7.55193167
WindTurbine-9,6.406132006,73.60724729,20-Mar-20,7.948285841,28.3670668,SW,7.360724729
WindTurbine-9,6.175115731,70.95284178,31-Mar-20,7.661656814,27.34410098,N,7.095284178
WindTurbine-9,5.910789718,67.91570327,14-Jun-20,7.333699366,26.17363592,W,6.791570327
WindTurbine-9,5.974284328,68.64526418,20-Nov-19,7.41247909,26.45479714,SE,6.864526418
WindTurbine-9,5.849660481,67.2133208,8-Jan-20,7.257854433,25.90294885,S,6.72133208
WindTurbine-9,5.963251037,68.51849031,3-Feb-20,7.398789745,26.4059405,N,6.851849031
WindTurbine-9,5.929966801,68.13605033,19-Feb-20,7.357492965,26.25855419,SW,6.813605033
WindTurbine-9,6.156194765,70.73543755,5-Apr-20,7.638180987,27.26031684,NW,7.073543755
WindTurbine-9,6.538228899,75.12505689,25-Jun-19,8.112182536,28.95200657,NE,7.512505689
WindTurbine-9,6.363838922,73.12129454,4-Jul-19,7.895811506,28.17978832,N,7.312129454
WindTurbine-9,5.470118257,62.85233381,27-Jul-19,6.786944673,24.22229356,S,6.285233381
WindTurbine-9,5.91709341,67.98813347,28-Jan-20,7.34152055,26.20154937,NW,6.798813347
WindTurbine-9,5.782385008,66.44031732,2-Sep-19,7.174383676,25.60504555,SE,6.644031732
WindTurbine-9,5.878915434,67.54946382,2-Apr-20,7.294151958,26.03249304,NW,6.754946382
WindTurbine-9,6.173817964,70.93793029,7-Oct-19,7.660046635,27.33835433,E,7.093793029
WindTurbine-9,6.372815103,73.22443196,25-Dec-19,7.90694853,28.21953584,N,7.322443196
WindTurbine-9,6.23595746,71.65192076,1-Jan-20,7.737145027,27.61351494,E,7.165192076
WindTurbine-9,6.12579753,70.38616956,10-Feb-20,7.600466198,27.12571449,S,7.038616956
WindTurbine-9,6.031859204,69.30680661,28-Apr-20,7.483914016,26.70974511,SE,6.930680661
WindTurbine-9,6.481972086,74.47865916,26-Jun-19,8.042382971,28.70289513,NW,7.447865916
WindTurbine-9,6.185669335,71.074104,28-Sep-19,7.674750997,27.39083352,N,7.1074104
WindTurbine-9,5.488089771,63.05882872,24-Oct-19,6.809242485,24.30187343,N,6.305882872
WindTurbine-9,6.077836224,69.83508824,2-Dec-19,7.540959125,26.91333648,SW,6.983508824
WindTurbine-9,5.652791583,64.95127286,17-Apr-20,7.013593111,25.03119141,N,6.495127286
WindTurbine-9,5.938497793,68.23407247,26-Aug-19,7.36807763,26.29633037,N,6.823407247
WindTurbine-9,5.932396737,68.16397059,10-Aug-19,7.360507862,26.26931421,N,6.816397059
WindTurbine-9,6.053446623,69.55484872,29-May-20,7.510698194,26.80533661,SW,6.955484872
WindTurbine-9,5.974353273,68.64605637,9-Oct-19,7.412564632,26.45510243,SW,6.864605637
WindTurbine-9,5.688488575,65.3614357,20-Oct-19,7.057883471,25.18926167,SW,6.53614357
WindTurbine-9,6.351483372,72.97932775,31-Dec-19,7.880481594,28.12507656,E,7.297932775
WindTurbine-9,5.903821703,67.83563992,9-Mar-20,7.325053934,26.14278078,S,6.783563992
WindTurbine-9,6.392166408,73.44678085,23-Jun-19,7.930958293,28.30522558,S,7.344678085
WindTurbine-9,6.027703197,69.25905357,31-Aug-19,7.47875753,26.69134184,S,6.925905357
WindTurbine-9,5.630205247,64.69175308,12-Oct-19,6.985569546,24.9311766,NW,6.469175308
WindTurbine-9,5.824344757,66.92244,15-Feb-20,7.226444432,25.790848,SE,6.692244
WindTurbine-9,5.847251442,67.18564064,27-Aug-19,7.254865464,25.89228135,N,6.718564064
WindTurbine-9,5.868650314,67.43151632,26-Feb-20,7.281415706,25.98703794,SW,6.743151632
WindTurbine-9,6.103028576,70.12455147,4-Apr-20,7.572216054,27.02489102,N,7.012455147
WindTurbine-9,6.057089006,69.59670015,29-Apr-20,7.515217411,26.82146548,SE,6.959670015
WindTurbine-9,5.823132691,66.90851322,28-Aug-19,7.224940585,25.78548084,SW,6.690851322
WindTurbine-9,6.191066749,71.13612095,4-Oct-19,7.681447735,27.41473387,NE,7.113612095
WindTurbine-9,5.845490062,67.16540217,1-Jun-20,7.252680066,25.88448177,NE,6.716540217
WindTurbine-9,5.951944357,68.38857515,5-May-20,7.384761197,26.35587325,W,6.838857515
WindTurbine-9,6.062467321,69.65849765,25-May-20,7.521890452,26.84528126,SW,6.965849765
WindTurbine-9,5.945730607,68.31717841,24-Aug-19,7.377051606,26.32835808,N,6.831717841
WindTurbine-9,6.040304252,69.40384126,29-Oct-19,7.494392049,26.74714072,S,6.940384126
WindTurbine-9,5.836474377,67.06181083,13-Jun-20,7.241494026,25.84455931,NW,6.706181083
WindTurbine-9,5.954454591,68.41741806,22-Aug-19,7.387875723,26.36698885,NW,6.841741806
WindTurbine-9,6.051997478,69.53819786,7-Aug-19,7.508900194,26.79891963,E,6.953819786
WindTurbine-9,5.893412207,67.71603353,19-Sep-19,7.312138551,26.09668637,S,6.771603353
WindTurbine-9,6.237872268,71.67392214,22-Sep-19,7.739520788,27.62199392,E,7.167392214
WindTurbine-9,6.224457831,71.51978861,28-Mar-20,7.722877082,27.5625933,W,7.151978861
WindTurbine-9,5.821247735,66.88685484,10-Nov-19,7.222601862,25.77713404,SE,6.688685484
WindTurbine-9,6.297768493,72.36213715,20-Dec-19,7.813835884,27.88722109,SE,7.236213715
WindTurbine-9,6.251898275,71.83508269,25-Sep-19,7.756923288,27.68410265,S,7.183508269
WindTurbine-9,5.765201377,66.24287527,15-Oct-19,7.153063414,25.52895452,E,6.624287527
WindTurbine-9,5.873906032,67.49190517,13-Feb-20,7.287936637,26.01031085,S,6.749190517
WindTurbine-9,5.70066366,65.50132893,25-Aug-19,7.072989475,25.24317431,SW,6.550132893
WindTurbine-9,5.97421022,68.64441267,5-Nov-19,7.412387142,26.45446898,N,6.864441267
WindTurbine-9,5.7850587,66.47103836,28-Feb-20,7.177701008,25.61688496,N,6.647103836
WindTurbine-9,6.273358787,72.08166662,5-Sep-19,7.783550008,27.77913219,S,7.208166662
WindTurbine-9,6.189949708,71.123286,2-Oct-19,7.680061787,27.40978748,SE,7.1123286
WindTurbine-9,5.764785536,66.23809721,22-Nov-19,7.152547468,25.52711313,W,6.623809721
WindTurbine-9,5.875367793,67.50870098,10-Jan-20,7.289750289,26.01678369,W,6.750870098
WindTurbine-9,5.96402978,68.52743815,2-Nov-19,7.399755954,26.40938885,NW,6.852743815
WindTurbine-9,5.762826464,66.21558722,11-Feb-20,7.150116786,25.51843814,SE,6.621558722
WindTurbine-9,5.849669689,67.21342659,14-Mar-20,7.257865857,25.90298962,N,6.721342659
WindTurbine-9,5.902092048,67.81576598,14-May-20,7.322907898,26.13512167,E,6.781576598
WindTurbine-9,6.053736919,69.55818426,6-Aug-19,7.511058374,26.80662207,W,6.955818426
WindTurbine-9,5.631053848,64.70150361,31-May-20,6.986622432,24.9349343,SW,6.470150361
WindTurbine-9,5.943708957,68.29394939,19-Aug-19,7.374543282,26.31940598,W,6.829394939
WindTurbine-9,5.995540464,68.88949981,6-Oct-19,7.438852234,26.54892168,E,6.888949981
WindTurbine-9,5.615461936,64.52235062,10-Dec-19,6.967277065,24.86589158,W,6.452235062
WindTurbine-9,5.434921613,62.44792002,22-Apr-20,6.74327511,24.0664389,W,6.244792002
WindTurbine-9,5.848547608,67.20053375,13-Oct-19,7.256473658,25.89802092,N,6.720053375
WindTurbine-9,5.478964836,62.95398209,21-Apr-20,6.797920897,24.2614672,W,6.295398209
WindTurbine-9,5.846365619,67.17546243,13-Jul-19,7.253766396,25.88835883,SW,6.717546243
WindTurbine-9,6.289241106,72.26415643,29-Sep-19,7.803255692,27.84946087,W,7.226415643
WindTurbine-9,5.68411116,65.31113867,16-Nov-19,7.052452277,25.16987799,SE,6.531113867
WindTurbine-9,6.057211356,69.59810596,23-Nov-19,7.515369214,26.82200726,W,6.959810596
WindTurbine-9,5.673469627,65.18886615,21-Jul-19,7.039248999,25.1227561,NE,6.518886615
WindTurbine-9,6.345741887,72.91335737,27-Jun-19,7.873357956,28.09965263,S,7.291335737
WindTurbine-9,5.960571961,68.48770739,6-Dec-19,7.395465732,26.39407725,SW,6.848770739
WindTurbine-9,6.381232261,73.32114615,2-Jan-20,7.917391959,28.25680796,W,7.332114615
WindTurbine-9,6.114678008,70.25840488,11-Mar-20,7.586669864,27.076476,N,7.025840488
WindTurbine-9,6.119741957,70.31659029,8-Nov-19,7.592952863,27.09889974,W,7.031659029
WindTurbine-9,6.503613015,74.72731611,23-Dec-19,8.06923354,28.79872358,SW,7.472731611
WindTurbine-9,5.854819353,67.27259687,12-Jan-20,7.264255204,25.9257929,NW,6.727259687
WindTurbine-9,5.980469202,68.71632915,28-May-20,7.420152854,26.48218445,E,6.871632915
WindTurbine-9,5.88687925,67.64096905,24-Nov-19,7.304032909,26.06775771,SW,6.764096905
WindTurbine-9,5.848067735,67.19501995,6-Feb-20,7.255878264,25.89589599,E,6.719501995
WindTurbine-9,5.931845454,68.15763628,14-Dec-19,7.359823867,26.26687307,SE,6.815763628
WindTurbine-9,5.591781487,64.25025933,21-Jan-20,6.937896001,24.76103191,N,6.425025933
WindTurbine-9,5.554658957,63.82371689,28-Jul-19,6.891836931,24.59664921,N,6.382371689
WindTurbine-9,5.948080134,68.34417476,30-Jul-19,7.379966737,26.33876205,SW,6.834417476
WindTurbine-9,6.165112511,70.83790355,11-Oct-19,7.64924551,27.29980561,W,7.083790355
WindTurbine-9,6.449543859,74.10605484,24-Dec-19,8.002148269,28.55929933,NW,7.410605484
WindTurbine-9,5.577756901,64.08911511,18-Jan-20,6.920495264,24.69892948,N,6.408911511
WindTurbine-9,6.438734731,73.98185663,23-Mar-20,7.98873705,28.51143531,SW,7.398185663
WindTurbine-9,5.900939931,67.80252801,30-Aug-19,7.321478431,26.13001997,S,6.780252801
WindTurbine-9,5.738517791,65.93627758,18-Oct-19,7.119956265,25.41079662,NE,6.593627758
WindTurbine-9,6.36422455,73.12572546,30-Sep-19,7.896289967,28.18149592,NW,7.312572546
WindTurbine-9,6.361090539,73.08971527,21-Jun-20,7.892401502,28.16761817,SW,7.308971527
WindTurbine-9,5.948621727,68.35039772,21-Nov-19,7.380638707,26.34116028,NE,6.835039772
WindTurbine-9,5.955317887,68.42733743,7-Dec-19,7.38894684,26.37081162,SW,6.842733743
WindTurbine-9,5.61799675,64.55147594,29-Aug-19,6.970422087,24.87711602,NW,6.455147594
WindTurbine-9,5.958560347,68.4645937,1-Feb-20,7.392969861,26.3851696,N,6.84645937
WindTurbine-9,6.085616317,69.92448248,4-Feb-20,7.550612127,26.9477876,W,6.992448248
WindTurbine-9,6.099388715,70.08272902,13-May-20,7.567699966,27.00877331,S,7.008272902
WindTurbine-9,5.787306037,66.49686054,27-Feb-20,7.180489349,25.62683642,SE,6.649686054
WindTurbine-9,6.035428601,69.34781942,7-May-20,7.488342677,26.72555079,NE,6.934781942
WindTurbine-9,5.659100365,65.02376155,26-Oct-19,7.021420611,25.0591274,N,6.502376155
WindTurbine-9,5.571930352,64.02216735,15-Apr-20,6.913266084,24.67312887,SE,6.402216735
WindTurbine-9,6.107472276,70.17561014,23-Aug-19,7.57772949,27.04456822,SW,7.017561014
WindTurbine-9,5.838511636,67.08521919,23-Feb-20,7.244021717,25.85358052,SE,6.708521919
WindTurbine-9,6.013624976,69.09729307,9-Dec-19,7.461290246,26.62900191,W,6.909729307
WindTurbine-9,5.843353641,67.14085442,9-Apr-20,7.250029342,25.87502145,SW,6.714085442
WindTurbine-9,6.081452596,69.8766408,12-Nov-19,7.54544607,26.92935018,S,6.98766408
WindTurbine-9,5.691298584,65.39372306,12-Apr-20,7.061369936,25.20170471,SE,6.539372306
WindTurbine-9,6.480867345,74.46596556,26-Mar-20,8.041012285,28.69800322,W,7.446596556
WindTurbine-9,6.33357522,72.77356086,1-Jul-19,7.858262396,28.04577727,E,7.277356086
WindTurbine-9,6.115900117,70.27244708,17-Aug-19,7.588186173,27.08188764,E,7.027244708
WindTurbine-9,6.143759881,70.5925592,21-Aug-19,7.622752643,27.20525378,SE,7.05925592
WindTurbine-9,5.844842322,67.15795955,18-Nov-19,7.251876394,25.8816135,S,6.715795955
WindTurbine-9,5.536552007,63.61566579,26-Jul-19,6.869371079,24.51646961,E,6.361566579
WindTurbine-9,5.958817523,68.46754868,31-Oct-19,7.393288947,26.3863084,E,6.846754868
WindTurbine-9,6.173611036,70.93555265,16-Jun-20,7.659789892,27.33743802,E,7.093555265
WindTurbine-9,5.919994911,68.02147207,17-Feb-20,7.345120532,26.21439754,S,6.802147207
WindTurbine-9,5.718449535,65.70569084,10-Apr-20,7.09505696,25.32193215,S,6.570569084
WindTurbine-9,5.840337158,67.10619467,9-May-20,7.246286699,25.86166413,NW,6.710619467
WindTurbine-9,6.139061426,70.53857337,29-Jul-19,7.616923124,27.1844485,NW,7.053857337
WindTurbine-9,5.812068119,66.78137992,4-Nov-19,7.211212428,25.73648567,SE,6.678137992
WindTurbine-9,5.828875908,66.97450349,7-Nov-19,7.232066372,25.81091244,W,6.697450349
WindTurbine-9,5.915949444,67.97498916,17-Sep-19,7.340101197,26.19648376,W,6.797498916
WindTurbine-9,6.041989649,69.42320667,15-Mar-20,7.496483172,26.75460384,S,6.942320667
WindTurbine-9,5.571065949,64.01223524,14-Jan-20,6.912193592,24.66930119,NE,6.401223524
WindTurbine-9,5.812342451,66.78453202,25-Feb-20,7.2115528,25.73770045,W,6.678453202
WindTurbine-9,5.885414092,67.6241342,18-Mar-20,7.302215043,26.06126982,NE,6.76241342
WindTurbine-9,6.110602886,70.21158123,27-Oct-19,7.581613734,27.05843091,S,7.021158123
WindTurbine-9,5.781985395,66.43572571,24-Apr-20,7.173887864,25.60327602,W,6.643572571
WindTurbine-9,5.864530495,67.3841791,23-May-20,7.276304119,25.96879493,NE,6.73841791
WindTurbine-9,6.036970478,69.36553577,14-Jul-19,7.490255731,26.7323784,SE,6.936553577
WindTurbine-9,5.313505498,61.05283389,23-Jan-20,6.592630387,23.5287948,NE,6.105283389
WindTurbine-9,5.716325006,65.68127974,12-Jun-20,7.092420991,25.3125245,N,6.568127974
WindTurbine-9,6.191536883,71.14152285,1-Aug-19,7.682031045,27.41681567,NE,7.114152285
WindTurbine-9,6.121687564,70.33894555,1-Nov-19,7.595366837,27.1075151,NE,7.033894555
WindTurbine-9,5.963425163,68.52049104,1-Apr-20,7.399005788,26.40671154,NE,6.852049104
WindTurbine-9,5.942567128,68.28082963,29-Jan-20,7.373126579,26.31434984,NW,6.828082963
WindTurbine-9,5.834172972,67.03536741,17-Mar-20,7.238638603,25.83436843,NW,6.703536741
WindTurbine-9,5.937343022,68.22080401,17-May-20,7.36664487,26.29121691,NW,6.822080401
WindTurbine-9,6.674493024,76.69074851,24-Sep-19,8.281249645,29.55539932,NE,7.669074851
WindTurbine-9,5.639879154,64.80290747,30-Nov-19,6.997572262,24.97401374,S,6.480290747
WindTurbine-9,5.966615757,68.55715135,29-Feb-20,7.402964456,26.42083985,SW,6.855715135
WindTurbine-9,6.093321388,70.01301469,30-Oct-19,7.560172047,26.98190651,S,7.001301469
WindTurbine-9,6.125082461,70.37795333,10-Jul-19,7.59957899,27.12254808,NW,7.037795333
WindTurbine-9,6.316380452,72.57599085,30-Dec-19,7.836928316,27.96963692,SE,7.257599085
WindTurbine-9,5.755503284,66.13144299,13-Jan-20,7.141030691,25.48601028,SE,6.613144299
WindTurbine-9,6.088332354,69.95569007,30-Mar-20,7.553981997,26.95981451,S,6.995569007
WindTurbine-9,6.051443932,69.53183755,2-May-20,7.508213393,26.79646847,SE,6.953183755
WindTurbine-9,5.799099415,66.63236791,4-Sep-19,7.195121757,25.67905881,S,6.663236791
WindTurbine-9,6.36799664,73.16906723,23-Sep-19,7.900970115,28.19819915,NE,7.316906723
WindTurbine-9,6.0483236,69.49598455,3-Nov-19,7.504341901,26.78265129,SE,6.949598455
WindTurbine-9,6.582943908,75.63883786,17-Jun-20,8.167661829,29.15000962,E,7.563883786
WindTurbine-9,6.498505079,74.6686253,28-Dec-19,8.062895967,28.77610507,N,7.46686253
WindTurbine-9,5.890453358,67.68203598,11-Jun-20,7.308467415,26.08358425,SE,6.768203598
WindTurbine-9,5.843068034,67.13757277,11-Aug-19,7.24967498,25.87375676,NW,6.713757277
WindTurbine-9,5.88382925,67.60592417,13-Dec-19,7.30024868,26.05425196,NW,6.760592417
WindTurbine-9,5.597635475,64.31752237,18-Jul-19,6.945159224,24.78695402,NW,6.431752237
WindTurbine-9,6.458102234,74.20439162,19-Mar-20,8.012766909,28.59719677,S,7.420439162
WindTurbine-9,5.814215235,66.80605055,7-Mar-20,7.213876422,25.74599335,W,6.680605055
WindTurbine-9,5.967592466,68.56837386,1-Dec-19,7.40417629,26.42516483,W,6.856837386
WindTurbine-9,5.822194846,66.89773726,19-Nov-19,7.223776971,25.78132795,W,6.689773726
WindTurbine-9,5.530366244,63.54459062,19-Jan-20,6.861696212,24.48907837,N,6.354459062
WindTurbine-9,5.885620288,67.62650342,10-Mar-20,7.302470876,26.06218288,NW,6.762650342
WindTurbine-9,6.262389902,71.95563278,22-Mar-20,7.769940574,27.73056074,NE,7.195563278
WindTurbine-9,6.047615872,69.48785267,25-Apr-20,7.503463802,26.77951739,SE,6.948785267
WindTurbine-9,5.945952482,68.31972778,6-May-20,7.377326894,26.32934057,NE,6.831972778
WindTurbine-9,6.368236169,73.17181945,24-Mar-20,7.901267306,28.19925981,SW,7.317181945
WindTurbine-9,5.754286502,66.11746201,16-Jan-20,7.139520991,25.48062223,W,6.611746201
WindTurbine-9,6.065836144,69.69720585,12-Aug-19,7.526070256,26.86019879,E,6.969720585
WindTurbine-9,5.821003825,66.88405229,19-Dec-19,7.222299235,25.77605398,NW,6.688405229
WindTurbine-9,5.928694076,68.12142655,26-May-20,7.355913855,26.25291842,W,6.812142655
WindTurbine-9,5.71765719,65.69658669,15-Jul-19,7.094073873,25.31842356,NE,6.569658669
WindTurbine-9,5.94491128,68.30776424,16-Dec-19,7.376035042,26.32473001,SW,6.830776424
WindTurbine-9,5.992797694,68.85798504,9-Nov-19,7.435449194,26.53677639,NW,6.885798504
WindTurbine-9,5.691424928,65.39517476,21-Feb-20,7.061526695,25.20226417,NW,6.539517476
WindTurbine-9,5.965091476,68.53963718,4-May-20,7.401073234,26.41409016,NE,6.853963718
WindTurbine-9,6.437364631,73.96611401,29-Mar-20,7.987037124,28.50536835,E,7.396611401
WindTurbine-9,5.785427365,66.47527437,10-Sep-19,7.178158422,25.61851745,SW,6.647527437
WindTurbine-9,5.557348929,63.854625,22-Jul-19,6.895174463,24.6085607,SW,6.3854625
WindTurbine-9,6.086470253,69.93429431,9-Feb-20,7.551671632,26.95156892,NE,6.993429431
WindTurbine-9,5.960125805,68.482581,26-Nov-19,7.394912173,26.39210162,E,6.8482581
WindTurbine-9,6.037530327,69.37196852,1-May-20,7.490950354,26.73485747,S,6.937196852
WindTurbine-9,6.130439809,70.43950993,10-May-20,7.606226018,27.14627102,NW,7.043950993
WindTurbine-9,5.498615275,63.17976806,24-Jul-19,6.822301804,24.34848153,SE,6.317976806
WindTurbine-9,5.145229661,59.11932375,24-Jan-20,6.383845358,22.78365063,NW,5.911932375
WindTurbine-9,5.950420115,68.37106143,11-Dec-19,7.382870023,26.34912374,NE,6.837106143
WindTurbine-9,5.881109307,67.57467169,13-Sep-19,7.296873963,26.04220776,SE,6.757467169
WindTurbine-9,5.899861499,67.79013668,26-Jan-20,7.320140386,26.12524455,SE,6.779013668
WindTurbine-9,5.975401927,68.65810553,4-Aug-19,7.413865729,26.45974599,E,6.865810553
WindTurbine-9,5.936962367,68.21643024,11-Sep-19,7.36617258,26.28953133,NE,6.821643024
WindTurbine-9,5.959826754,68.47914487,11-May-20,7.394541131,26.39077739,SW,6.847914487
WindTurbine-9,6.002174643,68.96572734,5-Aug-19,7.447083465,26.57829856,E,6.896572734
WindTurbine-9,6.270353405,72.04713442,21-Dec-19,7.779821138,27.76582402,S,7.204713442
WindTurbine-9,5.457187945,62.70376292,21-Oct-19,6.770901636,24.1650367,SE,6.270376292
WindTurbine-9,5.847006473,67.18282592,2-Feb-20,7.254561524,25.8911966,SE,6.718282592
WindTurbine-9,5.834676119,67.04114863,13-Mar-20,7.239262873,25.83659642,SW,6.704114863
WindTurbine-9,5.894989428,67.73415599,4-Mar-20,7.314095458,26.10367048,SW,6.773415599
WindTurbine-9,6.404770885,73.59160784,29-Jun-19,7.946597056,28.36103961,NE,7.359160784
WindTurbine-9,6.634713233,67.31422918,22-Jun-20,7.831209599,26.0497128,W,6.731422918
WindTurbine-9,5.862562489,67.36156647,5-Dec-19,7.273862354,25.96008038,W,6.736156647
WindTurbine-9,6.333351999,72.77099603,5-Jan-20,7.857985439,28.04478882,NW,7.277099603
WindTurbine-9,5.897354158,67.76132703,3-May-20,7.317029451,26.11414176,NW,6.776132703
WindTurbine-9,6.122239702,70.34528968,31-Jan-20,7.596051892,27.10996003,SW,7.034528968
WindTurbine-9,5.747929874,66.04442357,13-Apr-20,7.131634127,25.45247438,E,6.604442357
WindTurbine-9,6.337608797,72.81990716,6-Jul-19,7.86326698,28.0636384,E,7.281990716
WindTurbine-9,6.153412266,70.70346629,27-Jan-20,7.634728655,27.24799562,S,7.070346629
WindTurbine-9,5.764305103,66.23257698,16-Mar-20,7.15195138,25.52498572,W,6.623257698
WindTurbine-9,5.398180779,62.02576331,19-Oct-19,6.697689623,23.90374639,NE,6.202576331
WindTurbine-9,5.946141931,68.32190457,8-Dec-19,7.377561948,26.33017947,NE,6.832190457
WindTurbine-9,5.81797952,66.84930264,21-May-20,7.218546886,25.76266202,W,6.684930264
WindTurbine-9,6.037057853,69.36653973,11-Jan-20,7.490364141,26.73276531,W,6.936653973
WindTurbine-9,6.520847041,74.9253372,1-Oct-19,8.090616329,28.87503777,S,7.49253372
WindTurbine-9,5.508130087,63.28909443,18-Apr-20,6.834107125,24.39061418,E,6.328909443
WindTurbine-9,5.791769892,66.54815078,2-Aug-19,7.186027791,25.64660286,SE,6.654815078
WindTurbine-9,5.974391406,68.64649452,14-Aug-19,7.412611944,26.45527129,NW,6.864649452
WindTurbine-9,6.058375363,69.61148054,10-Oct-19,7.516813433,26.82716161,NW,6.961148054
WindTurbine-9,6.011891817,69.07737887,20-May-20,7.459139863,26.62132729,S,6.907737887
WindTurbine-9,5.758479276,66.1656375,9-Sep-19,7.144723095,25.4991883,NE,6.61656375
WindTurbine-9,6.072136962,69.76960302,7-Jan-20,7.533887875,26.88809951,NE,6.976960302
WindTurbine-9,5.935272209,68.19701012,5-Feb-20,7.364075548,26.28204712,W,6.819701012
WindTurbine-9,5.394760746,61.98646671,19-Apr-20,6.693446282,23.8886021,S,6.198646671
WindTurbine-9,5.857613057,67.30469687,4-Jun-20,7.267721439,25.93816374,E,6.730469687
WindTurbine-9,5.624195987,64.62270594,19-Jul-19,6.978113672,24.90456693,NW,6.462270594
WindTurbine-9,5.884878712,67.61798262,17-Jul-19,7.30155078,26.0588991,NW,6.761798262
WindTurbine-9,6.205673372,71.30395285,13-Aug-19,7.699570623,27.47941362,E,7.130395285
WindTurbine-9,5.983866251,68.75536165,31-Jul-19,7.424367677,26.49722696,NE,6.875536165
WindTurbine-9,5.825408831,66.93466634,17-Nov-19,7.227764662,25.79555984,SE,6.693466634
WindTurbine-9,5.812743124,66.78913581,17-Dec-19,7.212049929,25.73947468,N,6.678913581
WindTurbine-9,6.31562277,72.567285,18-Jun-20,7.835988237,27.96628182,N,7.2567285
WindTurbine-9,5.711359615,65.62422678,12-Feb-20,7.086260277,25.29053719,E,6.562422678
WindTurbine-9,5.928360315,68.1175916,3-Jan-20,7.355499748,26.25144049,NW,6.81175916
WindTurbine-9,5.510399255,63.31516744,22-Jan-20,6.836922551,24.40066231,NW,6.331516744
WindTurbine-9,5.887117092,67.64370189,27-May-20,7.304328008,26.0688109,SW,6.764370189
WindTurbine-9,5.877877254,67.537535,14-Sep-19,7.292863855,26.02789586,NE,6.7537535
WindTurbine-9,5.866872641,67.41109064,20-Feb-20,7.279210092,25.97916621,E,6.741109064
WindTurbine-9,5.71000476,65.60865933,12-Sep-19,7.084579266,25.28453774,SE,6.560865933
WindTurbine-9,6.114568486,70.25714647,30-Jan-20,7.586533978,27.07599103,NE,7.025714647
WindTurbine-9,5.876886525,67.5261514,9-Aug-19,7.291634627,26.02350881,N,6.75261514
WindTurbine-9,5.874422401,67.49783832,25-Nov-19,7.288577312,26.01259739,SW,6.749783832
WindTurbine-9,6.349373461,72.95508461,29-Dec-19,7.877863762,28.11573364,E,7.295508461
WindTurbine-9,6.493221402,74.6079152,27-Dec-19,8.056340345,28.75270836,SE,7.46079152
WindTurbine-9,5.619235652,64.56571108,11-Apr-20,6.971959231,24.88260201,SE,6.456571108
WindTurbine-9,5.511225296,63.32465875,16-Apr-20,6.837947446,24.40432011,E,6.332465875
WindTurbine-9,6.016025089,69.12487068,27-Apr-20,7.464268141,26.63962988,S,6.912487068
WindTurbine-9,5.587585359,64.2020453,20-Jul-19,6.932689735,24.74245098,W,6.42020453
WindTurbine-9,5.691378346,65.39463953,16-Oct-19,7.061468899,25.2020579,SE,6.539463953
WindTurbine-9,6.229986015,71.58330812,27-Mar-20,7.729736071,27.58707272,SE,7.158330812
WindTurbine-9,6.010929638,69.06632331,16-Feb-20,7.457946057,26.61706665,SE,6.906632331
WindTurbine-1,5.249305272,60.31516536,28-Jul-19,6.512975183,23.24450904,NE,6.031516536
WindTurbine-1,6.026537364,69.24565801,4-Nov-19,7.477311045,26.68617941,N,6.924565801
WindTurbine-1,6.256380922,71.88658885,1-Jan-20,7.762485046,27.70395231,NE,7.188658885
WindTurbine-1,5.937040203,68.21732459,26-Jan-20,7.366269153,26.289876,SE,6.821732459
WindTurbine-1,6.076422719,69.81884689,6-Feb-20,7.539205345,26.90707732,N,6.981884689
WindTurbine-1,5.987987342,68.8027135,17-Nov-19,7.429480842,26.51547561,E,6.88027135
WindTurbine-1,5.928769338,68.12229133,26-Feb-20,7.356007236,26.25325169,S,6.812229133
WindTurbine-1,5.526699427,63.50245843,17-Jul-19,6.857146678,24.47284129,SE,6.350245843
WindTurbine-1,6.502711468,74.71695723,26-Jun-19,8.068114963,28.79473143,NE,7.471695723
WindTurbine-1,5.792415067,66.55556392,22-Feb-20,7.186828279,25.64945977,W,6.655556392
WindTurbine-1,5.311346978,61.02803222,23-Oct-19,6.589952244,23.51923663,W,6.102803222
WindTurbine-1,5.984307358,68.76043003,1-May-20,7.424914972,26.49918023,S,6.876043003
WindTurbine-1,5.73426182,65.88737594,3-Mar-20,7.11467575,25.39195071,NE,6.588737594
WindTurbine-1,5.791986722,66.55064219,18-Mar-20,7.186296819,25.64756301,W,6.655064219
WindTurbine-1,6.009007855,69.04424179,30-May-20,7.455561642,26.60855679,NE,6.904424179
WindTurbine-1,5.938264318,68.23138982,13-Jun-20,7.36778795,26.29529652,E,6.823138982
WindTurbine-1,5.949039594,68.35519907,4-Aug-19,7.381157168,26.34301064,W,6.835519907
WindTurbine-1,5.210217244,59.86603909,26-Oct-19,6.464477459,23.07142289,NE,5.986603909
WindTurbine-1,5.972604716,68.62596523,2-Nov-19,7.410395143,26.44735963,S,6.862596523
WindTurbine-1,5.962252872,68.50702127,8-Oct-19,7.397551291,26.40152051,NE,6.850702127
WindTurbine-1,5.945620735,68.31591596,19-Nov-19,7.376915285,26.32787155,N,6.831591596
WindTurbine-1,5.952541534,68.39543679,9-Feb-20,7.385502133,26.35851762,NW,6.839543679
